Date,Time,Aircraft,Operator,Registration,Flight phase,Flight type,Survivors,Crash site,Schedule,MSN,YOM,Flight no.,Crash location,Country,Region,Crew on board,Crew fatalities,Pax on board,PAX fatalities,Other fatalities,Total fatalities,Circumstances,Crash cause
7/29/2018,18H 10M 0S,Beechcraft 90 King Air,Videplast,PP-SZN,Landing (descent or approach),Executive/Corporate/Business,Yes,Airport (less than 10 km from airport),Videira – Campo de Marte,LJ-1910,2008,NA,Campo de Marte AFB (São Paulo) São Paulo,Brazil,South America,2,1,5,0,0,1,"While approaching Campo de Marte Airport by night following an uneventful flight from Videira, the crew encountered technical problems with the landing gear and was cleared to complete two low passes over the runway to confirm visually the problem. While performing a third approach, the twin engine airplane rolled to the left then overturned and crashed inverted about 100 metres to the left of runway 30, bursting into flames. Six occupants were injured and one pilot was killed.",Unknown
8/4/2018,17H 53M 0S,De Havilland DHC-2 Beaver,K2 Aviation,N323KT,Flight,Charter/Taxi (Non Scheduled Revenue Flight),No,Mountains,Talkeetna - Talkeetna,1022,1957,NA,Mt Kahiltna Alaska,United States of America,North America,1,1,4,4,0,5,"The commercial pilot was conducting a 1-hour commercial air tour flight over Denali National Park and Preserve with four passengers on board. About 48 minutes after departure, the Alaska Rescue Coordination Center received an alert from the airplane's emergency locator transmitter. About 7 minutes later, company personnel received a call from the pilot, who reported that the airplane had run ""into the side of a mountain."" Although a search was initiated almost immediately, due to poor weather conditions in the area, the wreckage was not located until almost 36 hours later in a crevasse on a glacier about 10,920 ft mean sea level. Due to the unique challenges posed by the steepness of terrain, the crevasse, avalanche hazard, and the condition of the airplane, neither the occupants nor the wreckage were recovered from the accident site. A weather model sounding for the area of the accident site estimated broken cloud bases at 700 ft above ground level (agl) with overcast clouds at 1,000 ft agl and cloud tops to 21,000 ft agl and higher clouds above. The freezing level was at 9,866 ft and supported light-to-moderate rime type icing in clouds and precipitation. The on-scene assessment indicated that the right wing impacted snow while the airplane was flying in a wings-level attitude; the right wing had separated from the remainder of the wreckage. Based upon available weather data and forecast models and the impact evidence, it is likely that the pilot entered an area of reduced visibility and was unable to see the terrain before the airplane's right wing impacted the snow. The company's organizational structure was such that one group of management personnel oversaw operations in both Anchorage and Talkeetna. Interviews with company management revealed that they were not always aware of the exact routing a pilot would take for a tour; the route was pilot's discretion based upon the weather at the time of the flight to provide the best tour experience. Regarding risk mitigation, the company did not utilize a formal risk assessment process, but rather relied on conversations between pilots and flight followers. This could lead to an oversight of actual risk associated with a particular flight route and weather conditions. About 8 months after the accident, an assessment flight conducted by the National Park Service determined that during the winter, the hazardous hanging glacier at the accident site calved, releasing an estimated 4,000 to 6,000 tons of ice and debris. There was no evidence of the airplane wreckage near the crash site, in the steep fall line, or on the glacier surface over 3,600 ft below. Although the known circumstances of the accident are consistent with a controlled flight into terrain event, the factual information available was limited because the wreckage was not recovered and no autopsy or toxicology of the pilot could be performed; therefore, whether other circumstances may have contributed to the accident could not be determined.",Unknown
8/4/2018,16H 57M 0S,Junkers JU.52,JU-Air,HB-HOT,Flight,Charter/Taxi (Non Scheduled Revenue Flight),No,Mountains,Locarno - Dübendorf,6595,1939,NA,Piz Segnas Glarus,Switzerland,Europe,3,3,17,17,0,20,"At 16:14 on 4 August 2018, the historic Junkers Ju 52/3m g4e commercial aircraft, registered as HB-HOT and operated by Ju-Air, took off from Locarno Aerodrome (LSZL) for a commercial VFR flight to Dübendorf (LSMD). On this flight, pilot A was sitting in the left-hand seat in the cockpit and piloting the aircraft as the commander, while pilot B was assisting him as the co-pilot sitting on the right. Following take-off from concrete runway 26R westwards and a 180-degree turn over Lake Maggiore, the flight led into the Blenio valley via Bellinzona and Biasca. HB-HOT steadily gained altitude in the process. North of Olivone, the aircraft turned into the valley of the Lago di Luzzone reservoir and thus into the Adula/Greina/Medels/Vals countryside preservation quiet zone. This zone was crossed at between 120 and 300 m above ground and at times with a minimal lateral separation from the terrain. At 16:45, as the aircraft was flying over Alp Nadels, the ISP sent a text message to a friend in Ruschein (municipality of Ilanz) to say that the Ju 52 was approaching the area. The flight subsequently continued eastwards into the Surselva region at approximately 2,500 m AMSL. At 16:51, the aircraft crossed the Vorderrhein valley in the region of Ilanz on a north-easterly heading and initially made a relatively tight left turn, taking it over Ruschein. The flight path then led generally northwards past the Crap Sogn Gion mountain and towards the basin south-west of Piz Segnas. At first, the aircraft approached this basin on the left-hand, western side of the valley. HB-HOT was climbing at this time, and reached an altitude of 2,833 m AMSL in the Nagens region. The aircraft made a slight right turn when flying past the Berghaus Nagens lodge (see figure 2). During this phase, at 16:55, one of the pilots informed the passengers of the scenery over the speakers in the cabin and through the passengers’ personal headphones. To start with, the aircraft was flying at a ground speed of 165 km/h during this phase. By point F2, the ground speed had decreased to 135 km/h, and roughly remained so until shortly before point F3. Towards point F3, the aircraft’s altitude dropped slightly and the ground speed briefly increased by around 65 km/h to approximately 200 km/h. During this time, its pitch attitude3 was 5 to 7 degrees. Towards the end of this phase, just before point F4, the flight path angle4 changed from -3 degrees to approximately -1 degree and the speed of each of the three engines decreased steadily by approximately 20 revolutions per minute (rpm). At point F4, the aircraft was at an altitude of 2,742 m AMSL. At 16:56:02, shortly after point F4, the speed of each of the three engines increased by approximately 40 rpm. At 16:56:09, HB-HOT entered the basin southwest of Piz Segnas at an altitude of 2,755 m AMSL (point F5, see also figure 14) and was therefore approximately 130 m above the elevation of the Segnes pass. The flight crew then navigated the aircraft on a north-north-easterly heading almost in the centre of the valley. HB-HOT climbed slightly during this phase and its flight path angle was approximately 2 degrees; its pitch angle remained at 5 to 7 degrees. At 16:56:17, the aircraft reached an altitude of 2,767 m AMSL at point F7 and was therefore approximately 140 m above the elevation of the Segnes pass. HB-HOT flew past the Tschingelhörner mountain peaks and began to reduce in altitude, dropping more than 15 m in approximately 6 seconds. During this phase, the power of the engines was rapidly reduced by 30 to 50 rpm, which meant that the engines were increasingly running at a similar speed5 . During this process, the pitch angle increased and the flight path angle continuously became more negative. When the aircraft was approximately abeam the Martinsloch and at an altitude of approximately 2,766 m AMSL (point F8), the flight crew initiated a right turn during their descent and then made a left turn (point F109, see figure 5). The ground speed was approximately 170 km/h and the difference between the aircraft’s pitch and flight path angles increased to approximately 15 degrees during the right turn. When transitioning into the left turn (between points F9 and F10), the pitch angle was approximately 11 degrees and the flight path angle was around -10 degrees. At this time, the aircraft was flying at approximately 125 m above the elevation of the Segnes pass (see figure 3). During roughly the next 4 seconds, the aircraft descended by 25 m and the already negative flight path angle became even more negative, which is clearly apparent when comparing figures 3 and 4 as well as in figure 5. After point F13, the roll to the left increased steadily and did not decrease even when a significant aileron deflection to the right was made. The ailerons were then brought into a neutral position and temporarily deflected into a position for a left turn. At the same time, the pitch attitude began to decrease and the flight path ran increasingly steeper downwards whilst the left bank attitude constantly increased (see figure 6). During this last flight phase, the aircraft experienced low-frequency vibrations. Ultimately, when the aircraft was 108 m above ground (point F16, see figures 6 and 7), its longitudinal axis was pointing downwards by 68 degrees from horizontal. By this time, the elevator had deflected upwards by approximately 13 degrees and the rudder was pointing 2 degrees to the right. The speeds of the three engines had increased slightly compared to the beginning of the downward spiral trajectory and were between 1,720 and 1,750 rpm shortly before impact. The roll to the left accelerated significantly during this phase. Shortly after 16:57, the aircraft hit the ground in a vertical flight attitude with an almost vertical flight path and at a speed of approximately 200 km/h (see figure 8). All 20 people on board the aircraft lost their lives in the accident. The aircraft was destroyed. Fire did not break out. Reconstructions revealed that, at the time of the accident, HB-HOT’s centre of gravity was at 2.071 m behind the wing’s leading edge (see annex A1.6). In the images and video footage available that had been captured from inside HB-HOT, there was no evidence of anyone moving within the aircraft or not sitting in their seat between the period when the aeroplane entered the basin south-west of Piz Segnas and up to the beginning of its downward spiral trajectory. A detailed description of the reconstruction of the flight path and an illustration of the relevant parameters between position F1 and the site of the accident can be found in section 1.11.2. More information regarding the background and history of the flight can be found in annex A1.1.",Human factor
8/7/2018,1H 10M 0S,Dassault Falcon 20,Alliance Air Charter,N961AA,Landing (descent or approach),Cargo,Yes,Airport (less than 10 km from airport),Santiago de Querétaro - Laredo,205,1969,NA,San Luis Potosí San Luis Potosí,Mexico,Central America,2,0,0,0,0,0,"The aircraft departed Santiago de Querétaro Airport on a night cargo flight to Laredo, Texas, carrying two pilots and a load consisting of automotive parts. En route, the crew encountered engine problems and was clearted to divert to San Luis Potosí-Ponciano Arriaga Airport for an emergency landing. On approach, the crew realized he could not make it and decided to attempt an forced landing. The airplane struck the ground, lost its undercarriage and came to rest in an agricultural area located in Peñasco, about 6 km northeast of runway 14 threshold. The left wing was bent and partially torn off. Both crew members escaped with minor injuries and the aircraft was damaged beyond repair.",Technical failure
8/11/2018,17H 31M 0S,De Havilland DH.89 Dragon Rapide,Historic Flight Foundation,N683DH,Takeoff (climb),Demonstration,Yes,Airport (less than 10 km from airport),Abbotsford - Abbotsford,6782,1944,NA,Abbotsford British Columbia,Canada,North America,1,0,4,0,0,0,"The vintage de Havilland DH-89A MKIV Dragon Rapide biplane (U.S. registration N683DH, serial number 6782) operated by Historic Flight Foundation was part of the static aircraft display at the Abbotsford International Airshow at Abbotsford Airport (CYXX), British Columbia. Following the conclusion of the airshow that day, the aircraft was being used to provide air rides. At approximately 1731 on 11 August 2018, the aircraft began its takeoff from Runway 25 with the pilot and 4 passengers on board for a local flight to the southeast. During the takeoff, the aircraft encountered strong, gusting crosswinds. It climbed to about 30 feet above ground level before descending suddenly and impacting the runway, coming to rest on its nose immediately off the right edge of the runway. Within 2 minutes, 2 aircraft rescue firefighting trucks arrived on the scene along with an operations/command vehicle. About 10 minutes later, 2 St. John Ambulances arrived. A representative of the HFF was escorted to the scene to ensure all electronics on the aircraft were turned off. Shortly thereafter, 2 BC Ambulance Service ground ambulances arrived, followed by 2 City of Abbotsford fire trucks. Two BC Ambulance Service air ambulances arrived after that. The fire trucks stabilized the aircraft, and the first responders who arrived with the fire truck finished evacuating the occupants. The pilot and 1 passenger received serious injuries; the other 3 passengers received minor injuries. All of the aircraft occupants were taken to the hospital. The aircraft was substantially damaged. There was a fuel spill, but no fire. The emergency locator transmitter activated.",Unknown
8/11/2018,14H 20M 0S,PAC 750XL - Pacific Aerospace Corporation,Dimonim Air,PK-HVQ,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),Yes,Mountains,Tanah Merah – Oksibil,144,2009,NA,Oksibil Special Region of Papua,Indonesia,Asia,2,2,7,6,0,8,"On 11 August 2018, a PAC 750XL aircraft registered PK-HVQ was being operated by PT. Marta Buana Abadi (Dimonim Air) on unscheduled passenger flight from Tanah Merah to Oksibil. At the day of the occurrence the meteorological condition at Oksibil was below the requirement of Visual Flight Rule (VFR) weather minima and did not improve. Being aware that some flights had performed flight to Tanah Merah to Oksibil and returned, the pilot decided to fly to Oksibil. At 1342 LT, on daylight condition the PK-HVQ aircraft departed from Tanah Merah to Oksibil, on board the aircraft were one pilot, one observer pilot and 7 passengers. According to the passenger and cargo manifest, the total weight of passenger and the baggage were 473 kg. Prior to the departure, there was no record or report of aircraft system malfunction. At 1411 LT, the PK-HVQ pilot made initial contact to Oksibil Tower controller and reported that the aircraft was maintaining altitude of 7,000 feet over and the estimate time arrival at Oksibil would be 0520 UTC (1420 LT). The Oksibil Tower controller advised the pilot of the latest meteorological condition that the visibility was 1 up to 2 km and most of the area were covered by cloud. At 1416 LT, the pilot reported that the aircraft position was over Oksibil Aiport and the Oksibil Tower controller instructed the pilot to continue the flight to the final runway 11 and to report when the runway had in sight. The Oksibil Tower controller and pilots of other aircraft called the pilot but no reply. On the following day, the aircraft was found on a ridge of mountain about 3.8 Nm north west of Oksibil on bearing 331° with elevation about 6,800 feet. Eight occupants were fatally injured and one occupant was seriously injured.",Human factor
8/21/2018,15H 25M 0S,Piper PA-31-310 Navajo,IMAO,F-HGPS,Landing (descent or approach),Aerial photography,Yes,Airport (less than 10 km from airport),Limoges - Limoges,31-245,1968,NA,Limoges Haute-Vienne,France,Europe,1,0,1,0,0,0,"The twin engine airplane, owned by IMAO specialized in aerial photo missions, departed Limoges-Bellegarde Airport at 1009LT with one pilot (the Director of the Company, aged 58) and a female operator in charge of the aerial photo program. The goal of the mission was to fly over the sector of Peyrelevade at 7,000 feet then a second sector over Ussel at an altitude of 6,500 feet. Following an uneventful flight, the pilot return to Limoges, contacted ATC and was instructed to recall for a right base leg approach for a landing on runway 03. Two minutes after passing the altitude of 3,000 feet on approach, the pilot informed ATC he was short of fuel and that he was attempting an emergency landing. The airplane impacted trees and crashed in a field located near Verneuil-sur-Vienne, some 3,6 short of runway 03. Both occupants were seriously injured and the aircraft was damaged beyond repair.",Human factor
8/30/2018,10H 30M 0S,De Havilland DHC-6 Twin Otter,Ethiopian Airlines,ET-AIU,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),No,"Plain, Valley",Dire Dawa – Debre Zeit,822,1985,NA,Mojo Oromia,Ethiopia,Africa,3,3,15,15,0,18,"The twin engine airplane departed Dire Dawa in the morning on a flight to Harar Meda Airbase located in Debre Zeit, carrying 15 Army officers and three civilians on behalf of the Ethiopian Army. While descending to Harar Meda, the airplane crashed in unknown circumstances in a wooded area located in Mojo, some 17 km southeast of the airfield. The aircraft was totally destroyed and all 18 occupants were killed, among them two children. Operated on behalf of the Ethiopian Army with dual registration ET-AIU/808.",Unknown
9/6/2018,8H 30M 0S,Beechcraft 100 King Air,VOAR Aviação,PT-LJN,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),Yes,"Plain, Valley",Goiânia – Ceres,B-121,1972,NA,Itapaci Goiás,Brazil,South America,1,0,9,0,0,0,"The twin engine airplane departed Goiânia-Santa Genoveva Airport at 0810LT on a charter flight to Ceres, carrying nine passengers and one pilot. En route, it was decided to change the itinerary and to land in Itapaci where there was no suitable terrain for landing. On final approach, the aircraft impacted ground, lost its undercarriage and veered to the right. It collided with a fence and made a 180 turn before coming to rest. All 10 occupants evacuated safely and the aircraft was damaged beyond repair. On board was the candidate for governor of the state of Goiás and his campaign team.",Human factor
9/9/2018,8H 45M 0S,Let L-410,South West Aviation,UR-TWO,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),Yes,"Lake, Sea, Ocean, River",Juba - Yirol,84 13 28,1984,NA,Yirol Lakes (<U+0627><U+0644><U+0628><U+062D><U+064A><U+0631><U+0627><U+062A>),South Sudan,Africa,3,3,20,17,0,20,"On approach to Yiral Airport in poor visibility due to fog, the twin engine aircraft descended too low, impacted the surface of the Yirol Lake and crashed about 2 km north of the airfield. The aircraft was destroyed upon impact and four occupants were rescued while 19 others were killed. A day later, one of the survivor died from his injuries. The three survivors are two children and a Italian doctor. The flight was completed on behalf of the Slaver Company based in Ukraine.",Human factor
9/15/2018,12H 0M 0S,Beechcraft 90 King Air,Grupo Gambatto,PR-RFB,Flight,Executive/Corporate/Business,No,"Plain, Valley",Florianópolis – Chapecó,LJ-1546,1999,NA,Ipumirim Santa Catarina,Brazil,South America,1,1,0,0,0,1,"The pilot departed Florianópolis-Hercílio Luz Airport at 1100LT on a flight to Chapecó. Following an uneventful flight, the pilot initiated the descent to Chapecó-Serafim Enoss Bertasco Airport but encountered marginal weather conditions with limited visibility. While descending under VFR mode, the aircraft collided with trees and crashed in a dense wooded area located in Ipumirim, some 50 km east of Chapecó Airport, bursting into flames. The aircraft was destroyed by impact forces and a post crash fire and the pilot, sole occupant, was killed.",Human factor
9/20/2018,15H 30M 0S,De Havilland DHC-2 Beaver,Rainbow River Lodge,N121AK,Takeoff (climb),Charter/Taxi (Non Scheduled Revenue Flight),Yes,Airport (less than 10 km from airport),NA,121,1951,NA,Igiugig Alaska,United States of America,North America,1,0,6,0,0,0,"The pilot of the float-equipped airplane reported that, during the initial climb after a water takeoff, about 200 feet, he turned right, and the engine lost power. He immediately switched fuel tanks and attempted to restart the engine to no avail. The airplane descended and struck trees, and the right wing impacted terrain. The airplane sustained substantial damage to the right wing. The pilot reported that there were no preaccident mechanical failures or malfunctions with the airplane that would have precluded normal operation. The pilot reported to the Federal Aviation Administration inspector that, during the initial climb and after the engine lost power, he noticed that the center tank, which was selected for takeoff, was empty. He added that passengers stated that the engine did regain power after switching tanks, but the airplane had already struck trees. The pilot reported as a recommendation to more closely follow checklists.",Human factor
9/24/2018,13H 42M 0S,Honda HA-420 HondaJet,América Latina Tecnologia Agrícola,PR-TLZ,Landing (descent or approach),Executive/Corporate/Business,Yes,Airport (less than 10 km from airport),Curitiba – Foz do Iguaçu,420-00068,2017,NA,Foz do Iguaçu Paraná,Brazil,South America,2,0,1,0,0,0,"The airplane departed Curitiba-Afonso Pena Airport at 1240LT on an executive flight to Foz do Iguaçu, carrying one passenger and two pilots. Following an uneventful flight, the crew started the descent to Foz do Iguaçu-Cataratas Airport. The aircraft was stabilized and landed on wet runway 32. After touchdown, the crew encountered difficulties to stop the aircraft that overran and came to rest into a ravine. All three occupants evacued safely and the aircraft was damaged beyond repair.",Weather
9/25/2018,6H 13M 0S,Beechcraft 200 Super King Air,Kalitta Charters - Kalitta Services,N241CK,Landing (descent or approach),Ferry,No,Airport (less than 10 km from airport),Detroit - Oscoda,BB-272,1977,NA,Oscoda-Wurtsmith Michigan,United States of America,North America,1,1,0,0,0,1,"The airline transport pilot of the multiengine airplane was cleared for the VOR approach. The weather at the airport was reported as 400 ft overcast with 4 miles visibility in drizzle. When the airplane failed to arrive at the airport as scheduled, a search was initiated, and the wreckage was located soon thereafter. Radar data indicated that the pilot was provided vectors to intercept the final approach course. The last radar return indicated that the airplane was at 2,200 ft and 8.1 miles from the runway threshold. It impacted terrain 3.5 miles from the runway threshold and left of the final approach course. According to the published approach procedure, the minimum descent altitude was 1,100 feet, which was 466 ft above airport elevation. Examination of the wreckage revealed that the airplane had impacted the tops of trees and descended at a 45° angle to ground contact; the airplane was destroyed by a postcrash fire, thus limiting the examination; however, no anomalies were observed that would have precluded normal operation. The landing gear was extended, and approach flaps had been set. Impact and fire damage precluded an examination of the flight and navigation instruments. Autopsy and toxicology of the pilot were not performed; therefore, whether a physiological issue may have contributed to the accident could not be determined. The location of the wreckage indicates that the pilot descended below the minimum descent altitude (MDA) for the approach; however, the reason for the pilot's descent below MDA could not be determined based on the available information.",Human factor
9/27/2018,15H 28M 0S,Cessna 208B Grand Caravan,CGG Aviation,VH-FAY,Flight,Ferry,No,"Lake, Sea, Ocean, River",Saipan - Sapporo,208B-0884,2001,NA,Pacific Ocean All World,World,World,1,1,0,0,0,1,"The pilot of a Cessna 208B aircraft, registered VH-FAY (FAY), was contracted to ferry the aircraft from Jandakot Airport, Western Australia (WA), to Greenwood, Mississippi in the United States (US). The pilot planned to fly via the ‘North Pacific Route’. At 0146 Coordinated Universal Time (UTC) on 15 September 2018, the aircraft took off from Jandakot Airport, WA, and landed in Alice Springs, Northern Territory at 0743. After landing, the pilot advised the aircraft operator that the aircraft had a standby alternator fault indication. In response, two company licenced aircraft maintenance engineers went to Alice Springs and changed the alternator control unit, which fixed the problem. Late the next morning, the aircraft departed Alice Springs for Weipa, Queensland, where the pilot refuelled the aircraft and stayed overnight. On the morning of 17 September, the pilot conducted a 1-hour flight to Horn Island, Queensland. About an hour later, the aircraft departed Horn Island with the planned destination of Guam, Micronesia. While en route, the pilot sent a message to the aircraft operator advising that he would not land in Guam, but would continue another 218 km (118 NM) to Saipan, Northern Mariana Islands. At 1003, the aircraft landed at Saipan International Airport. The next morning, the pilot refuelled the aircraft and detected damage to the propeller anti-ice boot. The aircraft was delayed for more than a week while a company engineer travelled to Saipan and replaced the anti-ice boot. At 2300 UTC on 26 September, the aircraft departed Saipan, bound for New Chitose Airport, Hokkaido, Japan. Once airborne, the pilot sent a message from his Garmin device, indicating that the weather was clear and that he had an expected flight time of 9.5 hours. About an hour after departure, the aircraft levelled out at flight level (FL) 220. Once in the cruise, the pilot sent a message that he was at 22,000 feet, had a tailwind and the weather was clear. This was followed by a message at 0010 that he was at FL 220, with a true airspeed of 167 kt and fuel flow of 288 lb/hr (163 L/hr). At 0121, while overhead reporting point TEGOD, the pilot contacted Tokyo Radio flight information service on HF radio. The pilot was next due to report when the aircraft reached reporting point SAGOP, which the pilot estimated would occur at 0244. GPS recorded track showed that the aircraft passed SAGOP at 0241, but the pilot did not contact Tokyo Radio as expected. At 0249, Tokyo Radio made several attempts to communicate with the pilot on two different HF frequencies, but did not receive a response. Tokyo Radio made further attempts to contact the pilot between 0249 and 0251, and at 0341, 0351 and 0405. About 4.5 hours after the pilot’s last communication, two Japan Air Self-Defense Force (JASDF) aircraft intercepted FAY. The pilot did not respond to the intercept in accordance with international intercept protocols, either by rocking the aircraft wings or turning, and the aircraft continued to track at FL 220 on its planned flight route. The JASDF pilots were unable to see into the cockpit to determine whether the pilot was in his seat or whether there was any indication that he was incapacitated. The JASDF pilots flew around FAY for about 30 minutes, until the aircraft descended into cloud. At 0626 UTC, the aircraft’s GPS tracker stopped reporting, with the last recorded position at FL 220, about 100 km off the Japanese coast and 589 km (318 NM) short of the destination airport. Radar data showed that the aircraft descended rapidly from this point and collided with water approximately 2 minutes later. The Japanese authorities launched a search and rescue mission and, within 2 hours, searchers found the aircraft’s rear passenger door. The search continued until the next day, when a typhoon passed through the area and the search was suspended for two days. After resuming, the search continued until 27 October with no further parts of the aircraft found. The pilot was not located.",Human factor
9/27/2018,13H 46M 0S,Dassault Falcon 50,Air America Flight Services,N114TD,Landing (descent or approach),Charter/Taxi (Non Scheduled Revenue Flight),Yes,Airport (less than 10 km from airport),St Petersburg - Greenville,17,1980,NA,Greenville-Downtown South Carolina,United States of America,North America,2,2,2,0,0,2,"The flight crew was operating the business jet on an on-demand air taxi flight with passengers onboard. During landing at the destination airport, the cockpit voice recorder (CVR) recorded the sound of the airplane touching down followed by the pilot's and copilot's comments that the brakes were not operating. Air traffic controllers reported, and airport surveillance video confirmed, that the airplane touched down ""normally"" and the airplane's thrust reverser deployed but that the airplane continued down the runway without decelerating before overrunning the runway and impacting terrain. Postaccident examination of the airplane's brake system revealed discrepancies of the antiskid system that included a broken solder joint on the left-side inboard transducer and a reversal of the wiring on the right-side outboard transducer. It is likely that these discrepancies resulted in the normal braking system's failure to function during the landing. Before the accident flight, the airplane had been in long-term storage for several years and was in the process of undergoing maintenance to bring the airplane back to a serviceable condition, which in-part required the completion of several inspections, an overhaul of the landing gear, and the resolution of over 100 other unresolved discrepancies. The accident flight and four previous flights were all made with only a portion of this required maintenance having been completed and properly documented in the airplane's maintenance logs. A pilot, who had flown the airplane on four previous flights along with the accident pilot (who was acting as second-in-command during them), identified during those flights that the airplane's normal braking system was not operating when the airplane was traveling faster than 20 knots. He remedied the situation by configuring the airplane to use the emergency, rather than normal, braking system. That pilot reported this discrepancy to the operator's director of maintenance, and it is likely that maintenance personnel from the company subsequently added an ""INOP"" placard near the switch on the date of the accident. The label on the placard referenced the antiskid system, and the airplane's flight manual described that with the normal brake (or antiskid) system inoperative, the brake selector switch must be positioned to use the emergency braking system. Following the accident, the switch was found positioned with the normal braking system activated, and it is likely that the accident flight crew attempted to utilize the malfunctioning normal braking system during the landing. Additionally, the flight crew failed to properly recognize the failure and configure the airplane to utilize the emergency braking system, or utilize the parking brake, as described in the airplane's flight manual, in order to stop the airplane within the available runway.",Technical failure
11/7/2018,5H 6M 0S,Boeing 747-400,Skylease Cargo,N908AR,Landing (descent or approach),Cargo,Yes,Airport (less than 10 km from airport),Chicago – Halifax,28026/1105,1997,NA,Halifax-Stanfield Nova Scotia,Canada,North America,3,0,1,0,0,0,"The Sky Lease Cargo Boeing 747-412F aircraft (U.S. registration N908AR, serial number 28026) was conducting flight 4854 (KYE4854) from Chicago/O’Hare International Airport, Illinois, U.S., to Halifax/Stanfield International Airport, Nova Scotia, with 3 crew members, 1 passenger, and no cargo on board. The crew conducted the Runway 14 instrument landing system approach. When the aircraft was 1 minute and 21 seconds from the threshold, the crew realized that there was a tailwind; however, they did not recalculate the performance data to confirm that the landing distance available was still acceptable, likely because of the limited amount of time available before landing. The unexpected tailwind resulted in a greater landing distance required, but this distance did not exceed the length of the runway. The aircraft touched down firmly at approximately 0506 Atlantic Standard Time, during the hours of darkness. After the firm touchdown, for undetermined reasons, the engine No. 1 thrust lever was moved forward of the idle position, causing the speed brakes to retract and the autobrake system to disengage, increasing the distance required to bring the aircraft to a stop. In addition, the right crab angle (4.5°) on initial touchdown, combined with the crosswind component and asymmetric reverser selection, caused the aircraft to deviate to the right of the runway centreline. During the landing roll, the pilot monitoring’s attention was focused on the lateral drift and, as a result, the required callouts regarding the position of the deceleration devices were not made. Although manual brake application began 8 seconds after touchdown, maximum braking effort did not occur until 15 seconds later, when the aircraft was 800 feet from the end of the runway. At this position, it was not possible for the aircraft to stop on the runway and, 5 seconds later, the aircraft departed the end of the runway at a speed of 77 knots and came to a stop 270 m (885 feet) past the end. The aircraft struck the approach light stanchions and the localizer antenna array. The No. 2 engine detached from its pylon during the impact sequence and came to rest under the left horizontal stabilizer, causing a fire in the tail section following the impact. The emergency locator transmitter activated. Aircraft rescue and firefighting personnel responded. All 3 crew members received minor injuries and were taken to the hospital. The passenger was not injured. During the overrun, the aircraft crossed a significant drop of 2.8 m (9 feet) approximately 166 m (544 feet) past the end of the runway and was damaged beyond repair.",Human factor
11/18/2018,22H 40M 0S,Cessna 441 Conquest,Bismarck Air Medical,N441CX,Takeoff (climb),Ambulance,No,"Plain, Valley",Bismarck - Williston,441-0305,1982,NA,Harmon North Dakota,United States of America,North America,1,1,2,2,0,3,"The pilot and two medical crewmembers were repositioning the airplane to pick up a patient for aeromedical transport. Dark night instrument meteorological conditions prevailed for the flight. Radar data showed the airplane climb to 14,000 ft mean sea level after departure and proceed direct toward the destination airport before beginning a right descending turn. The airplane subsequently broke up inflight and impacted terrain. No distress calls were received from the pilot before the accident. Although weather conditions were conducive for inflight icing, no evidence of structural icing was identified at the scene. The debris field was 2,500 ft long and the disbursement of the wreckage confirmed that both wings, the horizontal stabilizer, both elevators, and both engines separated from the airplane before impacting the ground. Examination of the wreckage revealed that the initiating failure was the failure of the wing where it passed through the center of the airplane. The three wing spars exhibited S-bending deformation, indicative of positive overload producing compressive buckling and fracture. Further, impact signatures as black paint transfers and gouged aluminum, were consistent with the left outboard wing separating when it was struck by the right engine after the wing spars failed. There was no evidence of any pre-exiting conditions that would have degraded the strength of the airplane structure at the fracture locations. Flight control continuity was confirmed. An examination of the engines, propellers, and available systems showed no mechanical malfunctions or failure that could have contributed to the accident. The descending right turn was inconsistent with the intended flight track and ATC-provided clearance. However, there was insufficient information to determine how it was initiated and when the pilot became aware of the airplane's state in the dark night IMC conditions. Yet, the absence of a distress call or communication with ATC about the airplane's deviation suggests that the pilot was not initially aware of the change in state. The structural failure signatures on the airplane were indicative of the wings failing in positive overload, which was consistent with the pilot initiating a pullup maneuver that exceeded the airplane spars' structural integrity during an attempted recovery from the spiral dive.",Human factor
11/26/2018,8H 0M 0S,Cessna 525 Citation M2,ARG Ltd,PP-OEG,Landing (descent or approach),Executive/Corporate/Business,No,Airport (less than 10 km from airport),Belo Horizonte - Fazenda Fortaleza de Santa Terezinha,525-0849,2014,NA,Fazenda Fortaleza de Santa Terezinha (Várzea da Palma) Minas Gerais,Brazil,South America,2,2,2,2,0,4,"The twin engine airplane was completing a flight from Belo Horizonte to the Fortaleza de Santa Terezinha Farm (Fazenda Fortaleza de Santa Terezinha) located in Várzea da Palma, Jequitaí, Minas Gerais, carrying two passengers and two crew members. After landing on a private dirt airstrip, the airplane was unable to stop within the remaining distance and struck an embankment. It bounced, went out of control and crashed in flames in a prairie. The aircraft was totally destroyed by impact forces and a post crash fire and all four occupants were killed, among them Mr. Adolfo Geo, owner of the Brazilian group ARG Ltd active in food, oil and construction. He was accompanied by his wife Margarida Janete Geo.",Unknown
