Date,Time,Aircraft,Operator,Registration,Flight phase,Flight type,Survivors,Crash site,Schedule,MSN,YOM,Flight no.,Crash location,Country,Region,Crew on board,Crew fatalities,Pax on board,PAX fatalities,Other fatalities,Total fatalities,Circumstances,Crash cause
1/12/2015,NA,Dornier DO328,British Airways,D-CIRD,Parking,Test,Yes,Airport (less than 10 km from airport),NA,3011,1994,NA,Hamburg-Helmut-Schmidt (Fuhlsbüttel) Hamburg,Germany,Europe,2,0,0,0,0,0,"The aircraft was parked on the ramp and subject to engine test run with one or two engineers on board. During the test, the aircraft jumped over the chocks then collided with obstacles and came to rest. There were no injuries while the aircraft was damaged beyond repair. It was operated by Sun-Air of Scandinavia on behalf of British Airways.",Unknown
1/18/2015,NA,Antonov AN-26,Syrian Arab Air Force,YK-AND,Landing (descent or approach),Military,No,Airport (less than 10 km from airport),Damascus - Abu Adh Dhuhur,30 08,1975,NA,Abu Adh Dhuhur Idlib Governorate (<U+0645><U+064F><U+062D><U+0627><U+0641><U+0638><U+0629> <U+0627><U+062F><U+0644><U+0628><U+200E>),Syria,Asia,6,6,24,24,0,30,"The aircraft was performing a military cargo flight from Damascus, carrying food, potable water and ammunition for the Syrian soldiers fighting against the Islamic State. On final approach to Abu Adh Dhuhur AFB by night and foggy conditions, the aircraft descended too low and collided with high tension cables. It stalled and crashed in an open field located near the airport. All 24 passengers and six crew members were killed and the aircraft was totally destroyed by impact forces.",Human factor
2/14/2015,20H 58M 0S,Antonov AN-32,Angola Air Force - Força Aérea Nacional Angolana,T-256,Landing (descent or approach),Military,Yes,Airport (less than 10 km from airport),Saurimo - Luanda,21 08,1989,NA,Malanje Malanje,Angola,Africa,3,0,47,0,0,0,"En route from Saurimo to Luanda, the crew encountered technical problems and was cleared to divert to Malanje Airport for an emergency landing. Upon landing on an unlit runway, the aircraft veered off runway and came to rest, bursting into flames. All 50 occupants escaped uninjured and the aircraft was totally destroyed by a post crash fire. The exact cause of the technical failure remains unknown.",Technical failure
2/14/2015,15H 30M 0S,Antonov AN-26,Mozambique Air Force - Força Aérea de Moçambique,FA312,Takeoff (climb),Military,Yes,Airport (less than 10 km from airport),Quelimane – Mocuba,116 03,1981,NA,Quelimane Zambezia,Mozambique,Africa,6,0,0,0,0,0,"The aircraft departed Quelimane on a cargo/military/supply mission to Mocuba, carrying six crew members and a load of equipment for the victims of the recent flood in northern Mozambique. Shortly after takeoff, one of the engines failed. The crew attempted an emergency landing when the aircraft crash landed in a field and came to rest about 150 metres past the runway end. All six occupants escaped uninjured and the aircraft was damaged beyond repair.",Technical failure
3/1/2015,16H 15M 0S,Canadair CL-601 Challenger,Six Hundred NP,N600NP,Landing (descent or approach),Executive/Corporate/Business,Yes,Airport (less than 10 km from airport),Marathon – Marco Island,3002,1983,NA,Marco Island Florida,United States of America,North America,3,0,6,0,0,0,"Earlier on the day of the accident, the pilot-in-command (PIC) and second-in-command (SIC) had landed the airplane on a 5,008-ft-long, asphalt-grooved runway. After touchdown with the flaps fully extended, the ground spoilers and thrust reversers were deployed, and normal braking occurred. The PIC, who was the flying pilot, and the SIC subsequently departed on an executive/corporate flight with a flight attendant, the airplane owner, and five passengers onboard. The PIC reported that he flew a visual approach to the dry, 5,000-ft-long runway while maintaining a normal glidepath at Vref plus 4 or 5 knots at the runway threshold with the flaps fully extended. He added that the touchdown was ""firm"" and between about 300 to 500 ft beyond the aiming point marking. After touchdown, the PIC tried unsuccessfully to deploy the ground spoilers. He applied ""moderate"" brake pressure when the nose landing gear (NLG) contacted the runway, but felt no deceleration. He also attempted to deploy the thrust reversers without success. The PIC then informed the SIC that there was no braking energy, released the brakes, and turned off the antiskid system. He then reapplied heavy braking but did not feel any deceleration, and he again tried to deploy the thrust reversers without success. He maintained directional control using the nosewheel steering and manually modulated the brakes. However, the airplane did not slow as expected. While approaching the runway end and realizing that he was not going to be able to stop the airplane on the runway, the PIC intentionally veered the airplane right to avoid water ahead. However, the airplane exited the runway end into sand, and the NLG collapsed. The airplane then came to rest about 250 ft past the departure end of the runway. The passengers exited the airplane, and shortly after, airport personnel arrived and rendered assistance. The airplane owner, who was a passenger in the cabin, stated that he left his seat and moved toward the cabin door when he realized that the airplane would not stop on the runway, and he sustained serious injuries. Examination of the airplane revealed that there was minimal pressure at the No. 2 (left inboard) brake due to failure of a spring in the upper brake control valve (BCV), and the coupling subassembly of the No. 1 wheel speed sensor (WSS) was fractured. A representative from the airplane manufacturer reported that, during certification of the brake system, the failure of the BCV spring was considered acceptably low and would be evident to flight crewmembers within five landings of the failure. Because the airplane did not pull while braking during the previous landing earlier that day to a similar length runway, the spring likely failed during the accident landing. Although the PIC was unable to manually deploy the ground spoilers and thrust reversers during the landing roll, they functioned normally during the landing earlier that day and during postaccident operational testing and examination, with no systems failures or malfunctions noted. Additionally, there were no malfunctions or failures with the weight-onwheels system found during postaccident examinations that would have precluded normal operation. Therefore, the PIC's unsuccessful attempts to deploy the ground spoilers and thrust reversers were likely due to errors made while multitasking when presented with an unexpected situation (inadequate deceleration) with little runway remaining. Airplane stopping distance calculations based on the airplane's reported weight, weather conditions, calculated and PIC-reported Vref speed, flap extension, and estimated touchdown point (300 to 500 ft beyond the aiming point marking as reported by the PIC and SIC and corroborated by security camera footage) and assuming the nonuse of the ground spoilers and thrust reversers, operational antiskid and steering systems, and the loss of one brake per side (symmetric half braking) showed that the airplane would have required 690 ft of additional runway; under the same conditions but with thrust reversers used, the airplane still would have required 27 ft of additional runway. Even though there were no antiskid failure annunciations, the PIC switched off the antiskid system, which led to the rupture of the Nos. 1, 3, and 4 tires and likely fractured the No. 1 WSS's coupling subassembly, both of which would have further contributed to the loss of braking action. Therefore, the combination of the failure of a spring in the No. 2 brake's upper BCV and the fracture of the coupling subassembly of the No. 1 WSS, the pilot's failure to attain the proper touchdown point, the slightly excess speed, and the subsequent failure of three of the tires resulted in there being insufficient runway remaining to avoid a runway overrun. Although the BCV manufacturer reported that there was 1 previous case involving a failed BCV spring and 43 instances of units with relaxed springs within the BCVs, none of these failed or relaxed springs would have been detected by maintenance personnel because a focused inspection of the BCV was not required.",Technical failure
3/24/2015,22H 8M 0S,Dornier DO228,Indian Navy - Bharatiya Nau Sena,IN-240,Flight,Training,Yes,"Lake, Sea, Ocean, River",Dabolim - Dabolim,4079,2009,NA,Dabolim Goa,India,Asia,3,2,0,0,0,2,"The crew was completing a training sortie from the Dabolim-Hansa Naval Air Station, State of Goa, on behalf of the 310th Naval Air Squadron. While flying by night, the twin engine aircraft crashed in the Indian Ocean about 45 km southwest of Dabolim Airport. A pilot was rescued and both other occupants (a second pilot and an observer) were killed.",Unknown
3/24/2015,15H 7M 0S,Cessna 208B Grand Caravan,Private American,N106BZ,Flight,Test,Yes,"Plain, Valley",Tulsa - Tulsa,208B-0106,1988,NA,Verdigris Oklahoma,United States of America,North America,1,0,1,0,0,0,"The pilot reported that, during the postmaintenance test flight, the turboprop engine lost power. The airplane was unable to maintain altitude, and the pilot conducted a forced landing, during which the airplane was substantially damaged. The engine had about 9 total flight hours at the time of the accident. A teardown of the fuel pump revealed that the high-pressure drive gear teeth exhibited wear and that material was missing from them, whereas the driven gear exhibited little to no visible wear. A metallurgical examination of the gears revealed that the damaged drive gear was made of a material similar to 300-series stainless steel instead of the harder specified M50 steel, whereas the driven gear was made of a material similar to the specified M50 steel. Subsequent to these findings, the airplane manufacturer determined that the gear manufacturer allowed three set-up gears made from 300-series stainless steel to become part of the production inventory during the manufacturing process. One of those gears was installed in the fuel pump on the accident airplane, and the location of the two other gears could not be determined. Based on the evidence, it is likely that the nonconforming gear installed in the fuel pump failed because it was manufactured from a softer material than specified, which resulted in a loss of fuel flow to the engine and the subsequent loss of engine power. The manufacturer subsequently inspected its stock of gears and issued notices to customers that had engines with fuel pumps installed with the same part number gear set as the one installed on the accident airplane. The manufacturer also issued a service information letter and service bulletins regarding the fuel pump gear set for engines used in civilian and military applications. As of the date of this report, the two remaining gears have not been located.",Technical failure
4/28/2015,14H 55M 0S,Shin Meiwa US-2,Japan Maritime Self-Defense Force - Kaijo Jieitai,9905,Flight,Training,Yes,"Lake, Sea, Ocean, River",Iwakuni - Iwakuni,4005,NA,NA,Cape Ashizuri Shikoku,Japan,Asia,19,0,0,0,0,0,"The four engine seaplane departed Iwakuni AFB to conduct a training mission over the sea, carrying 19 crew members from the 31st Squadron. For unknown reasons, the crew was apparently forced to attempt an emergency landing when the aircraft crashed in the sea some 40 km northeast of Cape Ashizuri. The aircraft lost an engine and a float and came to rest partially submerged. All 19 occupants were rescued, among them four were injured. The aircraft was damaged beyond repair.",Unknown
5/7/2015,16H 4M 0S,Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class),Rocket Engineering,N962DA,Takeoff (climb),Test,No,"Lake, Sea, Ocean, River",Spokane - Spokane,46-36031,1996,NA,Spokane-Felts Field Washington,United States of America,North America,1,1,1,1,0,2,"The commercial pilot was departing on a local post-maintenance test flight in the single-engine airplane; Four aileron cables had been replaced during the maintenance. Shortly after takeoff, the airplane began to roll right. As the climb progressed, the roll became more pronounced, and the airplane entered a spiraling dive. The pilot was able to maintain partial control after losing about 700 ft of altitude; he guided the airplane away from the airport and then gradually back for a landing approach. During this period, he reported to air traffic control personnel that the airplane had a ""heavy right aileron."" As the airplane passed over the runway threshold, it rolled right and crashed into a river adjacent to the runway. The aircraft was destroyed and both occupants were killed.",Human factor
5/9/2015,12H 57M 0S,Airbus A400M,Airbus Industrie,EC-403,Takeoff (climb),Test,Yes,Airport (less than 10 km from airport),Seville - Seville,23,2015,NA,Seville-San Pablo Andalusia,Spain,Europe,6,4,0,0,0,4,"Brand new, the aircraft just came out from the manufacturer in Seville and was engaged in its first post assembly test flight. After take off from Seville-San Pablo Airport Runway 09 at 1254LT, the crew completed a 90° turn to the left bound to the north. Shortly later, three of the four engines (engines n°1, 2 and 3) got stuck at high power. The crew attempted to control the power setting to the normal mode but those three engines failed to respond. The crew reduced the engine power after selecting the thrust levers to idle. The regime of those three engines remained blocked in idle so the crew decided to return to the airport for an emergency landing. On approach, the aircraft collided with power lines, stalled and crashed in an open field located 1,6 km north of the airport, bursting into flames. Two crew members were rescued while four others were killed. The aircraft was totally destroyed by a post crash fire. The aircraft was following a test program prior to its delivery to the Turkish Air Force (Türk Hava Kuvvetleri).",Technical failure
5/16/2015,15H 35M 0S,PZL-Mielec AN-2,Klaipedos Avialinijos,LY-AET,Flight,Delivery,No,"Lake, Sea, Ocean, River",Stauning – Kattleberg – Klaipeda,1G192-07,1981,NA,Baltic Sea All World,World,World,2,2,0,0,0,2,"The crew was performing a delivery flight from Stauning (Denmark) to Klaipeda with an intermediate stop in Kattleberg, Sweden. Recently acquired by the company for agricultural purposes, the single engine aircraft departed Kattleberg Airfield at 1312LT with an ETA in Klaipeda at 1720LT. En route, the crew informed ATC about their position at 1508LT. Less than half an hour later, the aircraft entered an uncontrolled descent and crashed in unknown circumstances in the Baltic Sea, some 111 km off Klaipeda. The crew of a Lithuanian Marine vessel located the wreckage three days later at a depth of 124 meters. A dead body was found on May 21. The second pilot was not found.",Unknown
5/21/2015,NA,Cessna 421A Golden Eagle I,Constructora Maíz Mier,XB-MTC,Takeoff (climb),Executive/Corporate/Business,Yes,Airport (less than 10 km from airport),Monterrey – Piedras Negras,NA,NA,NA,Monterrey-Del Norte Nuevo León,Mexico,Central America,1,0,4,0,0,0,"Shortly after take off from Monterrey-Del Norte Airport, while climbing, the pilot encountered unknown technical problems and attempted an emergency landing in the Seventh Military Zone of the Secretary of the National Defense located west of the airport. The aircraft crashed in a pasture and came to rest upside down, bursting into flames. All five occupants were quickly rescued by military personal while the aircraft was partially destroyed by fire.",Unknown
5/30/2015,11H 30M 0S,Cessna 207 Skywagon/Stationair,Yute Air Alaska,N1653U,Flight,Test,No,"Lake, Sea, Ocean, River",Bethel - Bethel,207-0253,1974,NA,Bethel Alaska,United States of America,North America,1,1,0,0,0,1,"The pilot departed on a postmaintenance test flight during day visual meteorological conditions. According to the operator, the purpose of the flight was to break in six recently installed engine cylinders, and the flight was expected to last 3.5 hours. Recorded automatic dependent surveillance-broadcast data showed that the airplane was operating at altitudes of less than 500 ft mean sea level for the majority of the flight. The data ended about 3 hours after takeoff with the airplane located about 23 miles from the accident site. There were no witnesses to the accident, which occurred in a remote area. When the airplane did not return, the operator reported to the Federal Aviation Administration that the airplane was overdue. Searchers subsequently discovered the fragmented wreckage submerged in a swift moving river, about 40 miles southeast of the departure/destination airport. Postmortem toxicology tests identified 21% carboxyhemoglobin (carbon monoxide) in the pilot's blood. The pilot was a nonsmoker, and nonsmokers normally have no more than 3% carboxyhemoglobin. There was no evidence of postimpact fire; therefore, it is likely that the pilot's elevated carboxyhemoglobin level was from acute exposure to carbon monoxide during the 3 hours of flight time before the accident. As the pilot did not notify air traffic control or the operator's home base of any problems during the flight, it is unlikely that he was aware that there was carbon monoxide present. Early symptoms of carbon monoxide exposure may include headache, malaise, nausea, and dizziness. Carboxyhemoglobin levels between 10% and 20% can result in confusion, impaired judgment, and difficulty concentrating. While it is not possible to determine the exact symptoms the pilot experienced, it is likely that the pilot had symptoms that may have been distracting as well as some degree of impairment in his judgment and concentration. Given the low altitudes at which he was operating the airplane, he had little margin for error. Thus, it is likely that the carbon monoxide exposure adversely affected the pilot's performance and contributed to his failure to maintain clearance from the terrain. According to the operator, the airplane had a ""winter heat kit"" installed, which modified the airplane's original cabin heat system. The modification incorporated an additional exhaust/heat shroud system designed to provide increased cabin heat during wintertime operations. Review of maintenance records revealed that the modification had not been installed in accordance with Federal Aviation Administration field approval procedures. Examination of the recovered wreckage did not reveal evidence of any preexisting mechanical anomalies that would have precluded normal operation of the airplane. Examination of the airplane's right side exhaust/heat exchanger did not reveal any leaks or fractures that would have led to carbon monoxide in the cabin. Because the left side exhaust/heat exchanger was not recovered, it was not possible to determine whether it was the source of the carbon monoxide.",Human factor
6/2/2015,14H 25M 0S,Swearingen SA226 Metro II,Aeronaves TSM,XA-UKP,Takeoff (climb),Test,No,"Plain, Valley",Santiago de Querétaro - Santiago de Querétaro,TC-376,1980,NA,Santiago de Querétaro Querétaro,Mexico,Central America,2,2,3,3,0,5,"The twin engine aircraft was engaged in a post-maintenance test flight out from Santiago de Querétaro Airport, carrying three engineers and two pilots. It departed runway 09 at 1421LT and the crew was cleared to climb to FL125. While approaching the altitude of 12,000 feet, the aircraft entered an uncontrolled descent and crashed on a motorway located 11 km southwest of the airport, bursting into flames. The aircraft was totally destroyed by impact forces and a post crash fire and all five occupants were killed.",Unknown
6/8/2015,19H 16M 0S,Hawker 800XP,Swat Technology,N497AG,Landing (descent or approach),Executive/Corporate/Business,Yes,Airport (less than 10 km from airport),Abuja – Port Harcourt,258439,1999,NA,Port Harcourt Rivers,Nigeria,Africa,3,0,2,0,0,0,"On 11th June, 2015, at about 18:25 h, an HS-125-800XP aircraft with nationality and registration marks N497AG, operated by SWAT Technology Limited departed Nnamdi Azikiwe International Airport, Abuja (DNAA) for Port Harcourt International Airport (DNPO) as a charter flight on an Instrument Flight Rule (IFR) flight plan. There were five persons on board inclusive of three flight crew and two passengers. The Captain was the Pilot Flying while the Co-pilot was the Pilot Monitoring. At 18:48 h, N497AG established contact with Lagos and Port Harcourt Air Traffic Control (ATC) units cruising at Flight Level (FL) 280. At 18:55 h, the aircraft was released by Lagos to continue with Port Harcourt. Port Harcourt cleared N497AG for descent to FL210. At 19:13 h, the crew reported field in sight at 6 nautical miles to touch down to the Tower Controller (TC). TC then cleared the aircraft to land with caution “runway surface wet”. The crew experienced light rain at about 1.3 nautical miles to touch down with runway lights ON for the ILS approach. At about 1,000 ft after the extension of landing gears, the PM remarked ‘Okay...I got a little rain on the windshield’ and the PF responded, ‘We don’t have wipers sir... (Laugh) Na wa o (Na wa o – local parlance, - pidgin, for expression of surprise). From the CVR, at Decision Height, the PM called out ‘minimums’ while the PF called back ‘landing’ as his intention. The PM reported that the runway edge lights were visible on the left side. On the right side, it was missing to a large extent and only appeared for about a quarter of the way from the runway 03 end. The PM observed that the aircraft was slightly to the left of the “centreline” and pointed out “right, right, more right.” The PM further stated that at 50 ft, the PF retarded power and turned to the left. At 40 ft, the PM cautioned the PF to ‘keep light in sight don’t go to the left’. At 20 ft, the PM again said, ‘keep on the right’. PF replied, ‘Are you sure that’s not the centre line?’. At 19:16 h, the aircraft touched down with left main wheel in the grass and the right main wheel on the runway but was steered back onto the runway. The PF stated, “...but just on touchdown the right-hand lights were out, and in a bid to line up with the lights we veered off the runway to the left”. The nose wheel landing gear collapsed, and the aircraft stopped on the runway. The engines were shut down and all persons on board disembarked without any injury. From the CVR recordings, the PF told the PM that he mistook the brightly illuminated left runway edge lights for the runway centreline and apologized for the error of judgement for which the PM responded ‘I told you’. The aircraft was towed out of the runway and parked at GAT Apron at 21:50 h. The accident occurred at night in light rain.",Human factor
6/8/2015,17H 0M 0S,Tupolev TU-95,Russian Air Force - Voyenno-vozdushnye sily Rossii,RF-94181,Takeoff (climb),Training,Yes,Airport (less than 10 km from airport),Ukrainka - Ukrainka,NA,NA,NA,Ukrainka AFB Amur oblast,Russia,Asia,9,2,0,0,0,2,"The aircraft was engaged in a training mission out from Ukrainka AFB, carrying nine crew members. During the takeoff roll, one of both left engines caught fire and exploded. The captain (Lt Col Sergei Gorshnev) initiated an emergency braking procedure when the aircraft went out of control, veered off runway and completed a 180 turn before coming to rest, bursting into flames. All nine crew members were injured, the captain seriously. The aircraft was partially destroyed by fire. Few hours later, two of the survivors died from their injuries. The aircraft had the dual registration RF-94181 and 05 red.",Technical failure
6/25/2015,13H 9M 0S,Antonov AN-2,Republic of Korea Air Force,HL1090,Flight,Training,Yes,"Lake, Sea, Ocean, River",Okcheon - Okcheon,NA,NA,NA,Okcheon North Chungcheong (<U+CDA9><U+CCAD><U+BD81><U+B3C4>),South Korea,Asia,4,0,0,0,0,0,"While performing a training mission in the vicinity of Okcheon, the aircraft suffered an engine failure. The pilot-in-command decided to ditch the aircraft in a river located in the suburb of Okcheon. Upon landing, both left wings were partially torn off and the aircraft came to rest in shallow water. All four crew members evacuated safely and the airplane was damaged beyond repair.",Technical failure
6/30/2015,11H 50M 0S,Lockheed C-130 Hercules,Indonesian Air Force - TNI-AU Tentara Nasional Indonesia - Angkatan Udara,A-1310,Takeoff (climb),Military,No,City,Medan – Tanjung Pinang,3616,1961,NA,Medan-Soewondo AFB North Sumatra,Indonesia,Asia,11,11,111,111,17,139,"Two minutes after takeoff from Medan-Soewondo AFB Airport Runway 23, while climbing in good weather conditions, the crew reported technical problem. The aircraft encountered difficulties to gain height, banked to the right, hit a utility pole and the roof of a building then crashed inverted in a huge explosion in a suburb located less than 5 km from the airport. The aircraft was destroyed by impact forces and a post crash fire and several buildings were destroyed as well. All 122 occupants as well as 17 people on the ground were killed. 20 others were injured. It is believed that an engine failed during initial climb. Crew: 1st Lt Sandi Permana, pilot, 1st Lt Pandu Setiawan, copilot, Lt Dian Sukman P, copilot, Cpt Riri Setiawan, navigator, Serma Bambang H, radio operator, Peltu Ibnu Kohar, flight engineer, Pelda Andik S, flight engineer, Peltu Ngateman, load master, Peltu Yahya Komari, Pelda Agus P, Dan Prada Alvian.",Technical failure
7/6/2015,16H 18M 0S,Quest Kodiak 100,Viridian,N642RM,Takeoff (climb),Delivery,Yes,Airport (less than 10 km from airport),Riga – Pskov – Krutitsy,100-0104,2013,NA,Pskov AFB Pskov oblast,Russia,Asia,2,0,0,0,0,0,"On 03.07.2015 at 15:05, Kodiak-100 N642RM airplane, which had left Riga AP (Latvia), performed a landing at Pskov AD (RF). The airplane was performing a ferry flight from USA (where it was bought) to Krutitsy landing site, which is 80 km to the Southeast from Ryazan (RF). After the landing, flight crewmembers and passengers passed a border and customs control successfully. The aircraft was kept at Pskov AD from July 3 till July 6 under custody of AASS of Pskovavia (JSC). On 06.07.2015 at 08:00, the flight crew – PIC and FO – arrived to Pskov AD with a view to the ferry flight resumption. PIC was planning to fly the aircraft from Pskov AD to Krutitsy landing site on 06.07.2015. In violation of FAP MA CA and FAP-128 requirements, PIC and FO didn't pass a preflight medical check in spite of the fact that Pskovavia medical service was available at the aerodrome. Before the takeoff, two flight crewmembers were in the cockpit: PIC occupying a left seat, and FO occupying a right seat. Both were secured with safety belts. At 13:15:30, PIC performed a takeoff from Pskov AD with MH=190°. According to the flight crew explanatory reports, during the climbing with left turn, they had the engine troubles. Therefore, the flight crew put the airplane into gliding. They failed to re-start the engine in flight. Before the emergency landing, they cut the fuel off and de-energized the aircraft. The landing was performed at 13:18 to a marshy area with some bushes and individual trees around. The aircraft received significant damage during the landing. There was no fire: neither in flight nor on the ground. At 13:21:21, FO reported the forced landing to ATC controller, using the aircraft radio station. Pskov First-Aid Station suggested the help, but the flight crewmembers refused because they did not have any injuries.",Technical failure
7/17/2015,13H 5M 0S,Canadair CL-215,Hellenic Air Force - Elleniki Polemiki Aeroporia,1070,Flight,Fire fighting,Yes,Mountains,NA,1070,1980,NA,Faraklo Peloponnese / <U+03A0>e<U+03BB><U+03BF>p<U+03CC><U+03BD><U+03BD><U+03B7>s<U+03BF><U+03C2>,Greece,Europe,2,0,0,0,0,0,The crew was engaged in a fire fighting mission over the Peloponnese Area when he encountered technical problems. He attempted an emergency landing when the aircraft crash landed in a hilly terrain. Both pilots escaped uninjured and the aircraft was damaged beyond repair.,Technical failure
7/27/2015,NA,Embraer C-95 Bandeirante,Brazilian Air Force - Força Aérea Brasileira,2326,Takeoff (climb),Training,Yes,Airport (less than 10 km from airport),Lagoa Santa - Lagoa Santa,110443,1984,NA,Lagoa Santa AFB (Belo Horizonte) Minas Gerais,Brazil,South America,3,0,0,0,0,0,"The crew was conducting a training mission at Lagoa Santa AFB, consisting of touch-and-go maneuvers. During the takeoff roll, the pilot-in-command pulled on the control column to initiate the rotation but the aircraft did not respond. It went out of control, veered off runway to the right, struck an embankment, lost its undercarriage and slid for few dozen metres before coming to rest in a grassy area. All three occupants escaped uninjured and the aircraft was damaged beyond repair.",Human factor
7/31/2015,14H 30M 0S,Casa-Nurtanio CN-235 (IPTN),Colombian Air Force - Fuerza Aérea Colombiana,FAC1261,Flight,Military,No,"Plain, Valley",Palanquero – Valledupar – Barranquilla,C-118,1997,NA,Agustín Codazzi Cesar,Colombia,South America,11,11,0,0,0,11,"The aircraft departed Palanquero AFB on a flight to Barranquilla with an intermediate stop in Valledupar. While cruising in poor weather conditions, the crew informed ATC about an engine failure when radio contact was lost. The aircraft entered an uncontrolled descent and crashed in a field located near Agustín Codazzi, some 50 km south of Valledupar. The aircraft was totally destroyed by impact forces and there was no fire. All 11 crew members were killed. The airplane was completing a special mission on behalf of the Colombian Intelligence Forces. Crew: Maj Adalberto Ramírez, Lt Sergio Bojacá, 2nd Lt Luisa Salazar, 2nd Lt Andrés Rojas, 1st Tec Juan Carlos Correa, Tec Jorge Iván Angulo, Tec Giovany Roa, Tec Tercero Juan Camilo Rivera, Tec Tercero Hawer Moreno, Tec Elkin Sierra, Tec Édgar Contreras.",Technical failure
8/8/2015,10H 3M 0S,Cessna 402,Aeroexpress,HK-4990,Landing (descent or approach),Training,No,"Plain, Valley",Guaymaral - Guaymaral,402B-1219,1977,NA,Cajicá Cundinamarca,Colombia,South America,2,2,1,1,0,3,"The twin engine airplane departed Bogotá-Guaymaral Airport on a local training flight, carrying one passenger, one instructor and one pilot who was following his initial training. While descending to the airport from the north for an approach to runway 11, the crew encountered technical problems with the engine and declared an emergency. While trying to make an emergency landing, the aircraft collided with power cables and crashed in a garden located about 12 km north of Bogotá-Guaymaral Airport. The aircraft was destroyed by impact forces and all three occupants were killed. There was no fire.",Human factor
